trial_index,subtask,session,loop,trial_id_global,category,sentence,sentence_morph,sentence_form,sentence_frame,foil_sentence,foil_sentence_morph,foil_sentence_frame,foil_type,chunk_frequency_type,gj_grammatical,gj_error_type,held_out_probe_type,held_out_probe_instance,held_out_probe_instance_morph,correct_words,correct_words_form,distractor_words,all_words,all_words_form,previous_encounters,trial_type,audio_1,audio_2,video_1,video_2
9,production,2,2,301,target,OBJ.N5 SBJ.N3 PUSH-TR,SBJ.N3 OBJ.N5 PUSH-TR,pif-zilép fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N3|OBJ.|N5|PUSH,pif|zilép|fer|timó|vánta,REVEAL|LOC,N3|LOC.|SBJ.|OBJ.|REVEAL|N5|PUSH,zilép|pa|pif|fer|girda|timó|vánta,,production,,,OBJ-N5-SBJ-N3-PUSH-TR.mp4,
10,production,2,2,302,target,OBJ.N5 SBJ.N1 HIDE-TR LOC.N4,HIDE-TR SBJ.N1 LOC.N4 OBJ.N5,zsübe pif-pekli pa-dabi fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,HIDE|SBJ.|N1|LOC.|N4|OBJ.|N5,zsübe|pif|pekli|pa|dabi|fer|timó,N3|Aa,N4|Aa|N5|N1|OBJ.|HIDE|SBJ.|LOC.|N3,dabi|gyék|timó|pekli|fer|zsübe|pif|pa|zilép,,production,,,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N4.mp4,
11,production,2,2,303,target,OBJ.N5 SBJ.N2 REVEAL-TR LOC.N1,OBJ.N5 LOC.N1 SBJ.N2 REVEAL-TR,fer-timó pa-pekli pif-murak girda,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,OBJ.|N5|LOC.|N1|SBJ.|N2|REVEAL,fer|timó|pa|pekli|pif|murak|girda,Ab|PUSH,LOC.|Ab|N2|REVEAL|SBJ.|PUSH|OBJ.|N5|N1,pa|zsot|murak|girda|pif|vánta|fer|timó|pekli,,production,,,OBJ-N5-SBJ-N2-REVEAL-TR-LOC-N1.mp4,
12,production,2,2,304,target,Ab OBJ.N5 SBJ.N1 PUSH-TR,Ab OBJ.N5 PUSH-TR SBJ.N1,zsot fer-timó vánta pif-pekli,OBJ-SBJ-V.TR,,,,,,,,,,,Ab|OBJ.|N5|PUSH|SBJ.|N1,zsot|fer|timó|vánta|pif|pekli,N2|Aa,N5|OBJ.|PUSH|Aa|N1|SBJ.|Ab|N2,timó|fer|vánta|gyék|pekli|pif|zsot|murak,,production,,,Ab-OBJ-N5-SBJ-N1-PUSH-TR.mp4,
13,production,2,2,305,target,SBJ.N2 JUMP-INTR,SBJ.N2 JUMP-INTR,pif-murak bonip,SBJ-V.INTR,,,,,,,,,,,SBJ.|N2|JUMP,pif|murak|bonip,LOC|REVEAL,SBJ.|LOC.|JUMP|N2|REVEAL,pif|pa|bonip|murak|girda,,production,,,SBJ-N2-JUMP-INTR.mp4,
14,production,2,2,306,target,Ab SBJ.N1 GO-INTR,GO-INTR Ab SBJ.N1,kávler zsot pif-pekli,SBJ-V.INTR,,,,,,,,,,,GO|Ab|SBJ.|N1,kávler|zsot|pif|pekli,N5|Aa,GO|SBJ.|N1|Aa|N5|Ab,kávler|pif|pekli|gyék|timó|zsot,,production,,,Ab-SBJ-N1-GO-INTR.mp4,
15,production,2,2,307,target,OBJ.N5 Ab SBJ.N3 HIDE-TR,OBJ.N5 HIDE-TR Ab SBJ.N3,fer-timó zsübe zsot pif-zilép,OBJ-SBJ-V.TR,,,,,,,,,,,OBJ.|N5|HIDE|Ab|SBJ.|N3,fer|timó|zsübe|zsot|pif|zilép,N1|REVEAL,N1|REVEAL|HIDE|Ab|N5|OBJ.|N3|SBJ.,pekli|girda|zsübe|zsot|timó|fer|zilép|pif,,production,,,OBJ-N5-Ab-SBJ-N3-HIDE-TR.mp4,
16,production,2,2,308,target,OBJ.N5 SBJ.N2 REVEAL-TR LOC.N4,LOC.N4 SBJ.N2 OBJ.N5 REVEAL-TR,pa-dabi pif-murak fer-timó girda,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,LOC.|N4|SBJ.|N2|OBJ.|N5|REVEAL,pa|dabi|pif|murak|fer|timó|girda,Ab|N3,N5|N2|Ab|N3|REVEAL|SBJ.|LOC.|N4|OBJ.,timó|murak|zsot|zilép|girda|pif|pa|dabi|fer,,production,,,OBJ-N5-SBJ-N2-REVEAL-TR-LOC-N4.mp4,
17,production,2,2,309,target,Ab SBJ.N5 JUMP-INTR,Ab SBJ.N5 JUMP-INTR,zsot pif-timó bonip,SBJ-V.INTR,,,,,,,,,,,Ab|SBJ.|N5|JUMP,zsot|pif|timó|bonip,HIDE|N1,N5|HIDE|N1|SBJ.|Ab|JUMP,timó|zsübe|pekli|pif|zsot|bonip,,production,,,Ab-SBJ-N5-JUMP-INTR.mp4,
18,production,2,2,310,target,SBJ.N3 HIDE-INTR LOC.N5,HIDE-INTR LOC.N5 SBJ.N3,zsübe pa-timó pif-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,HIDE|LOC.|N5|SBJ.|N3,zsübe|pa|timó|pif|zilép,GO|REVEAL,N3|N5|REVEAL|HIDE|GO|LOC.|SBJ.,zilép|timó|girda|zsübe|kávler|pa|pif,,production,,,SBJ-N3-HIDE-INTR-LOC-N5.mp4,
19,production,2,2,311,target,SBJ.N3 GO-INTR LOC.N4,LOC.N4 GO-INTR SBJ.N3,pa-dabi kávler pif-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,LOC.|N4|GO|SBJ.|N3,pa|dabi|kávler|pif|zilép,Ab|N2,SBJ.|N2|N3|LOC.|GO|Ab|N4,pif|murak|zilép|pa|kávler|zsot|dabi,,production,,,SBJ-N3-GO-INTR-LOC-N4.mp4,
20,production,2,2,312,target,SBJ.N4 JUMP-INTR LOC.N3,JUMP-INTR LOC.N3 SBJ.N4,bonip pa-zilép pif-dabi,SBJ-V.INTR-LOC,,,,,,,,,,,JUMP|LOC.|N3|SBJ.|N4,bonip|pa|zilép|pif|dabi,HIDE|Aa,Aa|SBJ.|JUMP|N3|LOC.|N4|HIDE,gyék|pif|bonip|zilép|pa|dabi|zsübe,,production,,,SBJ-N4-JUMP-INTR-LOC-N3.mp4,
21,production,2,2,313,target,OBJ.N5 SBJ.N1 PUSH-TR LOC.N3,SBJ.N1 LOC.N3 PUSH-TR OBJ.N5,pif-pekli pa-zilép vánta fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N1|LOC.|N3|PUSH|OBJ.|N5,pif|pekli|pa|zilép|vánta|fer|timó,Ab|N2,N2|SBJ.|LOC.|N1|N3|Ab|N5|PUSH|OBJ.,murak|pif|pa|pekli|zilép|zsot|timó|vánta|fer,,production,,,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N3.mp4,
22,production,2,2,314,target,OBJ.N5 Ab SBJ.N1 REVEAL-TR,Ab SBJ.N1 OBJ.N5 REVEAL-TR,zsot pif-pekli fer-timó girda,OBJ-SBJ-V.TR,,,,,,,,,,,Ab|SBJ.|N1|OBJ.|N5|REVEAL,zsot|pif|pekli|fer|timó|girda,PUSH|Aa,SBJ.|Aa|PUSH|OBJ.|N5|Ab|N1|REVEAL,pif|gyék|vánta|fer|timó|zsot|pekli|girda,,production,,,OBJ-N5-Ab-SBJ-N1-REVEAL-TR.mp4,
23,production,2,2,315,target,Ab OBJ.N5 Ab SBJ.N1 REVEAL-TR LOC.N2,Ab SBJ.N1 REVEAL-TR Ab OBJ.N5 LOC.N2,zsot pif-pekli girda zsot fer-timó pa-murak,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,Ab|SBJ.|N1|REVEAL|Ab|OBJ.|N5|LOC.|N2,zsot|pif|pekli|girda|zsot|fer|timó|pa|murak,N3|Aa,N1|N3|N2|N5|OBJ.|Ab|Aa|REVEAL|Ab|SBJ.|LOC.,pekli|zilép|murak|timó|fer|zsot|gyék|girda|zsot|pif|pa,,production,,,Ab-OBJ-N5-Ab-SBJ-N1-REVEAL-TR-LOC-N2.mp4,
24,production,2,2,316,target,SBJ.N1 REVEAL-INTR LOC.N5,REVEAL-INTR SBJ.N1 LOC.N5,girda pif-pekli pa-timó,SBJ-V.INTR-LOC,,,,,,,,,,,REVEAL|SBJ.|N1|LOC.|N5,girda|pif|pekli|pa|timó,GO|N2,REVEAL|SBJ.|LOC.|GO|N2|N5|N1,girda|pif|pa|kávler|murak|timó|pekli,,production,,,SBJ-N1-REVEAL-INTR-LOC-N5.mp4,
25,production,2,2,317,target,OBJ.N5 SBJ.N1 HIDE-TR Ab LOC.N4,Ab LOC.N4 SBJ.N1 OBJ.N5 HIDE-TR,zsot pa-dabi pif-pekli fer-timó zsübe,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,Ab|LOC.|N4|SBJ.|N1|OBJ.|N5|HIDE,zsot|pa|dabi|pif|pekli|fer|timó|zsübe,N3|GO,N1|HIDE|N4|LOC.|N3|GO|N5|OBJ.|Ab|SBJ.,pekli|zsübe|dabi|pa|zilép|kávler|timó|fer|zsot|pif,,production,,,OBJ-N5-SBJ-N1-HIDE-TR-Ab-LOC-N4.mp4,
26,production,2,2,318,target,Ab SBJ.N1 REVEAL-INTR LOC.N5,LOC.N5 Ab SBJ.N1 REVEAL-INTR,pa-timó zsot pif-pekli girda,SBJ-V.INTR-LOC,,,,,,,,,,,LOC.|N5|Ab|SBJ.|N1|REVEAL,pa|timó|zsot|pif|pekli|girda,N4|PUSH,REVEAL|N1|SBJ.|LOC.|Ab|N4|PUSH|N5,girda|pekli|pif|pa|zsot|dabi|vánta|timó,,production,,,Ab-SBJ-N1-REVEAL-INTR-LOC-N5.mp4,
27,production,2,2,319,target,OBJ.N5 Ab SBJ.N4 REVEAL-TR Ab LOC.N1,REVEAL-TR OBJ.N5 Ab LOC.N1 Ab SBJ.N4,girda fer-timó zsot pa-pekli zsot pif-dabi,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,REVEAL|OBJ.|N5|Ab|LOC.|N1|Ab|SBJ.|N4,girda|fer|timó|zsot|pa|pekli|zsot|pif|dabi,Aa|PUSH,N5|N1|N4|OBJ.|Ab|Ab|LOC.|SBJ.|PUSH|Aa|REVEAL,timó|pekli|dabi|fer|zsot|zsot|pa|pif|vánta|gyék|girda,,production,,,OBJ-N5-Ab-SBJ-N4-REVEAL-TR-Ab-LOC-N1.mp4,
28,production,2,2,320,target,Ab SBJ.N2 REVEAL-INTR LOC.N3,REVEAL-INTR Ab SBJ.N2 LOC.N3,girda zsot pif-murak pa-zilép,SBJ-V.INTR-LOC,,,,,,,,,,,REVEAL|Ab|SBJ.|N2|LOC.|N3,girda|zsot|pif|murak|pa|zilép,OBJ|N5,N5|LOC.|N3|REVEAL|SBJ.|Ab|OBJ.|N2,timó|pa|zilép|girda|pif|zsot|fer|murak,,production,,,Ab-SBJ-N2-REVEAL-INTR-LOC-N3.mp4,
29,production,2,2,321,target,OBJ.N5 SBJ.N1 PUSH-TR,SBJ.N1 OBJ.N5 PUSH-TR,pif-pekli fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N1|OBJ.|N5|PUSH,pif|pekli|fer|timó|vánta,HIDE|N2,PUSH|SBJ.|N1|N5|HIDE|N2|OBJ.,vánta|pif|pekli|timó|zsübe|murak|fer,,production,,,OBJ-N5-SBJ-N1-PUSH-TR.mp4,
30,production,2,2,322,target,SBJ.N2 GO-INTR,GO-INTR SBJ.N2,kávler pif-murak,SBJ-V.INTR,,,,,,,,,,,GO|SBJ.|N2,kávler|pif|murak,Ab|N1,N2|Ab|N1|GO|SBJ.,murak|zsot|pekli|kávler|pif,,production,,,SBJ-N2-GO-INTR.mp4,
31,production,2,2,323,target,OBJ.N5 SBJ.N3 HIDE-TR LOC.N1,SBJ.N3 OBJ.N5 HIDE-TR LOC.N1,pif-zilép fer-timó zsübe pa-pekli,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N3|OBJ.|N5|HIDE|LOC.|N1,pif|zilép|fer|timó|zsübe|pa|pekli,JUMP|N4,LOC.|HIDE|N3|OBJ.|N5|N1|SBJ.|JUMP|N4,pa|zsübe|zilép|fer|timó|pekli|pif|bonip|dabi,,production,,,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N1.mp4,
32,production,2,2,324,target,Ab OBJ.N5 Aa SBJ.N5 REVEAL-TR,Aa SBJ.N5 REVEAL-TR Ab OBJ.N5,gyék pif-timó girda zsot fer-timó,OBJ-SBJ-V.TR,,,,,,,,,,,Aa|SBJ.|N5|REVEAL|Ab|OBJ.|N5,gyék|pif|timó|girda|zsot|fer|timó,PUSH|N4,PUSH|N4|Aa|OBJ.|N5|REVEAL|SBJ.|Ab|N5,vánta|dabi|gyék|fer|timó|girda|pif|zsot|timó,,production,,,Ab-OBJ-N5-Aa-SBJ-N5-REVEAL-TR.mp4,
33,production,2,2,325,target,Ab SBJ.N1 HIDE-INTR,Ab SBJ.N1 HIDE-INTR,zsot pif-pekli zsübe,SBJ-V.INTR,,,,,,,,,,,Ab|SBJ.|N1|HIDE,zsot|pif|pekli|zsübe,N3|N4,N4|N3|Ab|HIDE|SBJ.|N1,dabi|zilép|zsot|zsübe|pif|pekli,,production,,,Ab-SBJ-N1-HIDE-INTR.mp4,
34,production,2,2,326,target,OBJ.N5 SBJ.N4 PUSH-TR,SBJ.N4 OBJ.N5 PUSH-TR,pif-dabi fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,SBJ.|N4|OBJ.|N5|PUSH,pif|dabi|fer|timó|vánta,Aa|N3,Aa|N5|OBJ.|PUSH|N3|N4|SBJ.,gyék|timó|fer|vánta|zilép|dabi|pif,,production,,,OBJ-N5-SBJ-N4-PUSH-TR.mp4,
35,production,2,2,327,target,Ab OBJ.N5 Ab SBJ.N3 HIDE-TR Ab LOC.N1,Ab LOC.N1 Ab OBJ.N5 HIDE-TR Ab SBJ.N3,zsot pa-pekli zsot fer-timó zsübe zsot pif-zilép,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,Ab|LOC.|N1|Ab|OBJ.|N5|HIDE|Ab|SBJ.|N3,zsot|pa|pekli|zsot|fer|timó|zsübe|zsot|pif|zilép,PUSH|N2,Ab|N5|N2|Ab|N3|SBJ.|HIDE|LOC.|OBJ.|Ab|N1|PUSH,zsot|timó|murak|zsot|zilép|pif|zsübe|pa|fer|zsot|pekli|vánta,,production,,,Ab-OBJ-N5-Ab-SBJ-N3-HIDE-TR-Ab-LOC-N1.mp4,
36,production,2,2,328,target,Ab SBJ.N3 JUMP-INTR,Ab SBJ.N3 JUMP-INTR,zsot pif-zilép bonip,SBJ-V.INTR,,,,,,,,,,,Ab|SBJ.|N3|JUMP,zsot|pif|zilép|bonip,N1|N4,JUMP|SBJ.|N3|N1|N4|Ab,bonip|pif|zilép|pekli|dabi|zsot,,production,,,Ab-SBJ-N3-JUMP-INTR.mp4,
37,production,2,2,329,target,SBJ.N5 GO-INTR,GO-INTR SBJ.N5,kávler pif-timó,SBJ-V.INTR,,,,,,,,,,,GO|SBJ.|N5,kávler|pif|timó,Ab|JUMP,Ab|SBJ.|GO|N5|JUMP,zsot|pif|kávler|timó|bonip,,production,,,SBJ-N5-GO-INTR.mp4,
38,production,2,2,330,target,Aa SBJ.N2 HIDE-INTR Ab LOC.N5,HIDE-INTR Aa SBJ.N2 Ab LOC.N5,zsübe gyék pif-murak zsot pa-timó,SBJ-V.INTR-LOC,,,,,,,,,,,HIDE|Aa|SBJ.|N2|Ab|LOC.|N5,zsübe|gyék|pif|murak|zsot|pa|timó,GO|N4,N4|N5|GO|Ab|N2|LOC.|HIDE|SBJ.|Aa,dabi|timó|kávler|zsot|murak|pa|zsübe|pif|gyék,,production,,,Aa-SBJ-N2-HIDE-INTR-Ab-LOC-N5.mp4,
39,production,2,2,331,target,Ab SBJ.N1 JUMP-INTR Aa LOC.N4,JUMP-INTR Aa LOC.N4 Ab SBJ.N1,bonip gyék pa-dabi zsot pif-pekli,SBJ-V.INTR-LOC,,,,,,,,,,,JUMP|Aa|LOC.|N4|Ab|SBJ.|N1,bonip|gyék|pa|dabi|zsot|pif|pekli,N3|HIDE,HIDE|N4|N1|Aa|SBJ.|N3|LOC.|Ab|JUMP,zsübe|dabi|pekli|gyék|pif|zilép|pa|zsot|bonip,,production,,,Ab-SBJ-N1-JUMP-INTR-Aa-LOC-N4.mp4,
40,production,2,2,332,target,Aa SBJ.N1 JUMP-INTR LOC.N4,LOC.N4 JUMP-INTR Aa SBJ.N1,pa-dabi bonip gyék pif-pekli,SBJ-V.INTR-LOC,,,,,,,,,,,LOC.|N4|JUMP|Aa|SBJ.|N1,pa|dabi|bonip|gyék|pif|pekli,REVEAL|Ab,LOC.|Ab|N4|Aa|JUMP|REVEAL|SBJ.|N1,pa|zsot|dabi|gyék|bonip|girda|pif|pekli,,production,,,Aa-SBJ-N1-JUMP-INTR-LOC-N4.mp4,
41,production,2,2,333,target,OBJ.N5 SBJ.N4 PUSH-TR Ab LOC.N3,SBJ.N4 OBJ.N5 PUSH-TR Ab LOC.N3,pif-dabi fer-timó vánta zsot pa-zilép,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N4|OBJ.|N5|PUSH|Ab|LOC.|N3,pif|dabi|fer|timó|vánta|zsot|pa|zilép,JUMP|N2,N5|PUSH|N2|N3|JUMP|LOC.|N4|SBJ.|OBJ.|Ab,timó|vánta|murak|zilép|bonip|pa|dabi|pif|fer|zsot,,production,,,OBJ-N5-SBJ-N4-PUSH-TR-Ab-LOC-N3.mp4,
42,production,2,2,334,target,Ab OBJ.N5 Ab SBJ.N1 REVEAL-TR,Ab OBJ.N5 REVEAL-TR Ab SBJ.N1,zsot fer-timó girda zsot pif-pekli,OBJ-SBJ-V.TR,,,,,,,,,,,Ab|OBJ.|N5|REVEAL|Ab|SBJ.|N1,zsot|fer|timó|girda|zsot|pif|pekli,JUMP|N2,N2|JUMP|REVEAL|N1|SBJ.|OBJ.|N5|Ab|Ab,murak|bonip|girda|pekli|pif|fer|timó|zsot|zsot,,production,,,Ab-OBJ-N5-Ab-SBJ-N1-REVEAL-TR.mp4,
1,chunk,2,2,335,unseen_legal,N1 N5,REVEAL N5,girda timó,,,,,,unseen_legal,,,,,,,,,,,0,chunk,REVEAL-N5.mp3,,,
2,chunk,2,2,336,illegal,PUSH HIDE,N5 N5,timó timó,,,,,,illegal,,,,,,,,,,,0,chunk,N5-N5.mp3,,,
3,chunk,2,2,337,illegal,HIDE HIDE,N2 N2,murak murak,,,,,,illegal,,,,,,,,,,,0,chunk,N2-N2.mp3,,,
4,chunk,2,2,338,unseen_legal,N1 N4,Ab N4,zsot dabi,,,,,,unseen_legal,,,,,,,,,,,0,chunk,Ab-N4.mp3,,,
5,chunk,2,2,339,seen_low_freq,HIDE Aa,N5 Aa,timó gyék,,,,,,seen_low_freq,,,,,,,,,,,1,chunk,N5-Aa.mp3,,,
6,chunk,2,2,340,unseen_legal,N2 N4,HIDE PUSH,zsübe vánta,,,,,,unseen_legal,,,,,,,,,,,0,chunk,HIDE-PUSH.mp3,,,
7,chunk,2,2,341,unseen_legal,N3 N5,N3 N4,zilép dabi,,,,,,unseen_legal,,,,,,,,,,,0,chunk,N3-N4.mp3,,,
8,chunk,2,2,342,illegal,JUMP REVEAL,N5 N5,timó timó,,,,,,illegal,,,,,,,,,,,0,chunk,N5-N5.mp3,,,
9,chunk,2,2,343,seen_high_freq,N3 HIDE,LOC N5,pa-timó,,,,,,seen_high_freq,,,,,,,,,,,16,chunk,LOC-N5.mp3,,,
10,chunk,2,2,344,seen_low_freq,GO N3,N3 JUMP,zilép bonip,,,,,,seen_low_freq,,,,,,,,,,,2,chunk,N3-JUMP.mp3,,,
11,chunk,2,2,345,seen_low_freq,JUMP N2,HIDE Aa,zsübe gyék,,,,,,seen_low_freq,,,,,,,,,,,3,chunk,HIDE-Aa.mp3,,,
12,chunk,2,2,346,seen_low_freq,GO N1,N1 PUSH,pekli vánta,,,,,,seen_low_freq,,,,,,,,,,,1,chunk,N1-PUSH.mp3,,,
13,chunk,2,2,347,seen_high_freq,N3 GO,N3 OBJ,zilép fer,,,,,,seen_high_freq,,,,,,,,,,,6,chunk,N3-OBJ.mp3,,,
14,chunk,2,2,348,seen_low_freq,JUMP N4,JUMP Ab,bonip zsot,,,,,,seen_low_freq,,,,,,,,,,,2,chunk,JUMP-Ab.mp3,,,
15,chunk,2,2,349,seen_high_freq,N2 REVEAL,LOC N5,pa-timó,,,,,,seen_high_freq,,,,,,,,,,,16,chunk,LOC-N5.mp3,,,
16,chunk,2,2,350,seen_high_freq,PUSH N4,Aa SBJ,gyék pif,,,,,,seen_high_freq,,,,,,,,,,,6,chunk,Aa-SBJ.mp3,,,
17,chunk,2,2,351,seen_high_freq,PUSH N2,Aa SBJ,gyék pif,,,,,,seen_high_freq,,,,,,,,,,,6,chunk,Aa-SBJ.mp3,,,
18,chunk,2,2,352,illegal,HIDE GO,N2 N2,murak murak,,,,,,illegal,,,,,,,,,,,0,chunk,N2-N2.mp3,,,
19,chunk,2,2,353,unseen_legal,N4 N1,Ab N1,zsot pekli,,,,,,unseen_legal,,,,,,,,,,,0,chunk,Ab-N1.mp3,,,
20,chunk,2,2,354,illegal,REVEAL GO,N4 N4,dabi dabi,,,,,,illegal,,,,,,,,,,,0,chunk,N4-N4.mp3,,,
1,gj,2,2,355,grammatical,SBJ.N2 JUMP-INTR LOC.N1,LOC.N1 SBJ.N2 JUMP-INTR,pa-pekli pif-murak bonip,SBJ-V.INTR-LOC,,,,,,grammatical,,,,,,,,,,1,gj,LOC-N1-SBJ-N2-JUMP-INTR.mp3,,,
2,gj,2,2,356,grammatical,Ab OBJ.N5 SBJ.N2 HIDE-TR,SBJ.N2 Ab OBJ.N5 HIDE-TR,pif-murak zsot fer-timó zsübe,OBJ-SBJ-V.TR,,,,,,grammatical,,,,,,,,,,3,gj,SBJ-N2-Ab-OBJ-N5-HIDE-TR.mp3,,,
3,gj,2,2,357,grammatical,OBJ.N5 SBJ.N1 HIDE-TR LOC.N2,SBJ.N1 LOC.N2 HIDE-TR OBJ.N5,pif-pekli pa-murak zsübe fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,grammatical,,,,,,,,,,6,gj,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,,,
4,gj,2,2,358,grammatical,SBJ.N5 JUMP-INTR,SBJ.N5 JUMP-INTR,pif-timó bonip,SBJ-V.INTR,,,,,,grammatical,,,,,,,,,,4,gj,SBJ-N5-JUMP-INTR.mp3,,,
5,gj,2,2,359,grammatical,OBJ.N5 SBJ.N1 PUSH-TR,SBJ.N1 OBJ.N5 PUSH-TR,pif-pekli fer-timó vánta,OBJ-SBJ-V.TR,,,,,,grammatical,,,,,,,,,,5,gj,SBJ-N1-OBJ-N5-PUSH-TR.mp3,,,
6,gj,2,2,360,grammatical,OBJ.N5 Ab SBJ.N2 HIDE-TR Ab LOC.N1,Ab LOC.N1 HIDE-TR Ab SBJ.N2 OBJ.N5,zsot pa-pekli zsübe zsot pif-murak fer-timó,OBJ-SBJ-V.TR-LOC,,,,,,grammatical,,arg-unique-SUBJ,OBJ.N5 Ab SBJ.N2 HIDE-TR Ab LOC.N1,Ab LOC.N1 HIDE-TR Ab SBJ.N2 OBJ.N5,,,,,,0,gj,Ab-LOC-N1-HIDE-TR-Ab-SBJ-N2-OBJ-N5.mp3,,,
7,gj,2,2,361,grammatical,Aa SBJ.N4 JUMP-INTR,Aa SBJ.N4 JUMP-INTR,gyék pif-dabi bonip,SBJ-V.INTR,,,,,,grammatical,,arg-unique-SUBJ,Aa SBJ.N4 JUMP-INTR,Aa SBJ.N4 JUMP-INTR,,,,,,0,gj,Aa-SBJ-N4-JUMP-INTR.mp3,,,
8,gj,2,2,362,grammatical,Aa SBJ.N1 HIDE-INTR Ab LOC.N5,Ab LOC.N5 HIDE-INTR Aa SBJ.N1,zsot pa-timó zsübe gyék pif-pekli,SBJ-V.INTR-LOC,,,,,,grammatical,,arg-unique-SUBJ,Aa SBJ.N1 HIDE-INTR Ab LOC.N5,Ab LOC.N5 HIDE-INTR Aa SBJ.N1,,,,,,0,gj,Ab-LOC-N5-HIDE-INTR-Aa-SBJ-N1.mp3,,,
9,gj,2,2,363,grammatical,Ab SBJ.N2 GO-INTR LOC.N4,Ab SBJ.N2 GO-INTR LOC.N4,zsot pif-murak kávler pa-dabi,SBJ-V.INTR-LOC,,,,,,grammatical,,sent-frame-SUBJ-V.INTR-LOC,Ab SBJ.N2 GO-INTR LOC.N4,Ab SBJ.N2 GO-INTR LOC.N4,,,,,,0,gj,Ab-SBJ-N2-GO-INTR-LOC-N4.mp3,,,
10,gj,2,2,364,grammatical,Ab OBJ.N4 SBJ.N3 REVEAL-TR Aa LOC.N5,Ab OBJ.N4 REVEAL-TR Aa LOC.N5 SBJ.N3,zsot fer-dabi girda gyék pa-timó pif-zilép,OBJ-SBJ-V.TR-LOC,,,,,,grammatical,,noun-phrase-interchange-4-OBJ,OBJ|4,,,,,,,0,gj,Ab-OBJ-N4-REVEAL-TR-Aa-LOC-N5-SBJ-N3.mp3,,,
11,gj,2,2,365,ungrammatical,JUMP-INTR LOC.N1,LOC.N1 JUMP-INTR,pa-pekli bonip,SBJ-V.INTR-LOC,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,LOC-N1-JUMP-INTR.mp3,,,
12,gj,2,2,366,ungrammatical,OBJ.N5 SBJ.N2 HIDE-TR Ab,SBJ.N2 OBJ.N5 HIDE-TR Ab,pif-murak fer-timó zsübe zsot,OBJ-SBJ-V.TR,,,,,,ungrammatical,NP_structure,,,,,,,,,,gj,SBJ-N2-OBJ-N5-HIDE-TR-Ab.mp3,,,
13,gj,2,2,367,ungrammatical,OBJ.N5 SBJ.N1 HIDE-TR LOC.N2 LOC.N3,SBJ.N1 LOC.N2 HIDE-TR OBJ.N5 LOC.N3,pif-pekli pa-murak zsübe fer-timó pa-zilép,OBJ-SBJ-V.TR-LOC,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5-LOC-N3.mp3,,,
14,gj,2,2,368,ungrammatical,OBJ.N1 SBJ.N5 JUMP-INTR,OBJ.N1 SBJ.N5 JUMP-INTR,fer-pekli pif-timó bonip,SBJ-V.INTR,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,OBJ-N1-SBJ-N5-JUMP-INTR.mp3,,,
15,gj,2,2,369,ungrammatical,SBJ.N1 PUSH-TR,SBJ.N1 PUSH-TR,pif-pekli vánta,OBJ-SBJ-V.TR,,,,,,ungrammatical,verb_frame,,,,,,,,,,gj,SBJ-N1-PUSH-TR.mp3,,,
16,gj,2,2,370,ungrammatical,OBJ.N5 SBJ.N2 Ab HIDE-TR Ab LOC.N1 LOC.N3,LOC.N1 Ab HIDE-TR Ab SBJ.N2 OBJ.N5 LOC.N3,pa-pekli zsot zsübe zsot pif-murak fer-timó pa-zilép,OBJ-SBJ-V.TR-LOC,,,,,,ungrammatical,verb_frame_and_NP_structure,arg-unique-SUBJ,OBJ.N5 Ab SBJ.N2 HIDE-TR Ab LOC.N1,Ab LOC.N1 HIDE-TR Ab SBJ.N2 OBJ.N5,,,,,,,gj,LOC-N1-Ab-HIDE-TR-Ab-SBJ-N2-OBJ-N5-LOC-N3.mp3,,,
